,name,date,marketcap,volume,average price
255,the-sandbox-land,"Mar 23, 2022(UTC)","$217,800,877.69","$444,083.79",3.05369936 ETH
256,the-sandbox-land,"Mar 24, 2022(UTC)","$218,217,781.81","$535,473.95",2.91953024 ETH
257,the-sandbox-land,"Mar 25, 2022(UTC)","$218,599,814.83","$480,330.30",3.133619 ETH
258,the-sandbox-land,"Mar 26, 2022(UTC)","$218,869,514.77","$381,198.43",2.77729667 ETH
259,the-sandbox-land,"Mar 27, 2022(UTC)","$219,027,702.28","$253,275.65",2.58711331 ETH
260,the-sandbox-land,"Mar 28, 2022(UTC)","$219,478,801.32","$617,050.80",2.49061582 ETH
261,the-sandbox-land,"Mar 29, 2022(UTC)","$219,761,162.22","$423,196.96",2.48739514 ETH
262,the-sandbox-land,"Mar 30, 2022(UTC)","$219,945,664.65","$291,854.75",2.45961893 ETH
263,the-sandbox-land,"Mar 31, 2022(UTC)","$220,319,023.12","$505,517.46",2.82820106 ETH
264,the-sandbox-land,"Apr 01, 2022(UTC)","$220,577,962.29","$401,328.04",2.51432412 ETH
265,the-sandbox-land,"Apr 02, 2022(UTC)","$220,915,772.41","$423,097.51",2.33827851 ETH
266,the-sandbox-land,"Apr 03, 2022(UTC)","$221,238,531.97","$535,941.16",2.19741165 ETH
267,the-sandbox-land,"Apr 04, 2022(UTC)","$221,615,969.44","$595,190.37",2.08170922 ETH
268,the-sandbox-land,"Apr 05, 2022(UTC)","$221,972,212.16","$494,868.59",2.07587832 ETH
269,the-sandbox-land,"Apr 06, 2022(UTC)","$222,139,715.46","$285,909.45",2.20500321 ETH
270,rtfkt---mnlth,"Mar 08, 2022(UTC)","$97,028,625.94","$572,200.74",4.31831504 ETH
271,rtfkt---mnlth,"Mar 09, 2022(UTC)","$104,765,680.40","$355,302.02",4.51963552 ETH
272,rtfkt---mnlth,"Mar 10, 2022(UTC)","$100,821,292.90","$509,861.33",4.40524512 ETH
273,rtfkt---mnlth,"Mar 11, 2022(UTC)","$100,910,016.94","$536,376.28",4.40325778 ETH
274,rtfkt---mnlth,"Mar 12, 2022(UTC)","$96,730,613.77","$372,022.69",4.36539938 ETH
275,rtfkt---mnlth,"Mar 13, 2022(UTC)","$96,257,869.44","$277,171.03",4.31178853 ETH
276,rtfkt---mnlth,"Mar 14, 2022(UTC)","$112,702,942.44","$564,973.79",4.73786299 ETH
277,rtfkt---mnlth,"Mar 15, 2022(UTC)","$111,166,469.36","$531,772.59",5.19012196 ETH
278,rtfkt---mnlth,"Mar 16, 2022(UTC)","$110,562,265.58","$329,543.62",4.88112342 ETH
279,rtfkt---mnlth,"Mar 17, 2022(UTC)","$130,364,155.82","$636,962.56",4.65403702 ETH
280,rtfkt---mnlth,"Mar 18, 2022(UTC)","$142,991,767.46","$1,045,721.51",5.2197599 ETH
281,rtfkt---mnlth,"Mar 19, 2022(UTC)","$153,950,644.24","$1,869,457.40",5.71095951 ETH
282,rtfkt---mnlth,"Mar 20, 2022(UTC)","$162,636,611.61","$2,914,910.59",6.44360742 ETH
283,rtfkt---mnlth,"Mar 21, 2022(UTC)","$157,219,954.60","$1,056,688.73",6.19750338 ETH
284,rtfkt---mnlth,"Mar 22, 2022(UTC)","$163,093,693.88","$962,657.29",5.96067544 ETH
285,rtfkt---mnlth,"Mar 23, 2022(UTC)","$163,500,624.09","$986,755.03",5.946385 ETH
286,rtfkt---mnlth,"Mar 24, 2022(UTC)","$171,243,860.94","$1,119,872.65",6.10585904 ETH
287,rtfkt---mnlth,"Mar 25, 2022(UTC)","$176,085,556.39","$1,131,475.26",6.22834057 ETH
288,rtfkt---mnlth,"Mar 26, 2022(UTC)","$164,567,938.69","$1,032,096.68",6.23600615 ETH
289,rtfkt---mnlth,"Mar 27, 2022(UTC)","$161,943,655.97","$799,038.61",5.86000259 ETH
290,rtfkt---mnlth,"Mar 28, 2022(UTC)","$181,906,844.81","$1,173,881.08",5.80248843 ETH
291,rtfkt---mnlth,"Mar 29, 2022(UTC)","$182,486,201.98","$1,552,618.13",5.59067988 ETH
292,rtfkt---mnlth,"Mar 30, 2022(UTC)","$182,854,520.16","$1,147,621.06",6.04015965 ETH
293,rtfkt---mnlth,"Mar 31, 2022(UTC)","$183,116,124.62","$1,002,170.51",5.94246313 ETH
294,rtfkt---mnlth,"Apr 01, 2022(UTC)","$186,763,891.27","$761,524.79",5.98546359 ETH
295,rtfkt---mnlth,"Apr 02, 2022(UTC)","$212,665,136.04","$1,960,261.98",6.26684774 ETH
296,rtfkt---mnlth,"Apr 03, 2022(UTC)","$221,039,763.72","$3,740,917.28",7.24054329 ETH
297,rtfkt---mnlth,"Apr 04, 2022(UTC)","$219,712,435.45","$1,160,876.92",7.07544112 ETH
298,rtfkt---mnlth,"Apr 05, 2022(UTC)","$220,656,880.94","$1,145,984.25",6.98786878 ETH
299,rtfkt---mnlth,"Apr 06, 2022(UTC)","$194,521,700.40","$769,786.04",6.79244239 ETH
